R-id,class,reactions,cluster
1615,2,CSCC(C)N.Clc1cc(-c2ccnc(Cl)n2)ccn1>>CSCC(C)Nc1nccc(-c2ccnc(Cl)c2)n1.Cl,7
43958,2,NC(=O)CCl.O=C(Nc1cccc(C2CCNC2)c1)N1c2nc(-c3cccc(C(F)(F)F)c3)ccc2N2CC[C@H]1C2>>NC(=O)CN1CCC(c2cccc(NC(=O)N3c4nc(-c5cccc(C(F)(F)F)c5)ccc4N4CC[C@H]3C4)c2)C1.Cl,7
24616,2,CC(=O)CCn1cnc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)c1.[H].[H]>>CC(O)CCn1cnc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)c1,32
2257,6,C/C(=C\c1ccc(Br)cc1Cl)[N+](=O)[O-].[H].[H]>>CC(Cc1ccc(Br)cc1Cl)[N+](=O)[O-],21
47911,6,CCC(CC)(c1ccc(O)c(C)c1)c1ccc(/C=C/C2(O)CCCC2)c(C)c1.CCOC(=O)CCCCCBr>>CCOC(=O)CCCCCOc1ccc(C(CC)(CC)c2ccc(/C=C/C3(O)CCCC3)c(C)c2)cc1C.Br,14
8059,6,NC(=O)[C@@H]1C[C@H](C(=O)NCc2ccccc2)N1.O>>NC(=O)[C@@H]1C[C@H](C(N)=O)N1.OCc1ccccc1,18
906,2,CCC1c2ccccc2-c2cc(Br)ccc2N1S(=O)(=O)c1ccc(OC)cc1.I>>CCC1c2ccccc2-c2cc(Br)ccc2N1S(=O)(=O)c1ccc(O)cc1.CI,27
24476,2,CO[C@H]1CN(C(=O)C2(C#N)CC2)C[C@H]1Nc1c(C(N)=O)cnn2cc(Br)cc12.COc1ccc(B(O)O)cc1>>COc1ccc(-c2cc3c(N[C@@H]4CN(C(=O)C5(C#N)CC5)C[C@@H]4OC)c(C(N)=O)cnn3c2)cc1.B(O)(O)Br,15
3503,6,NC(=O)[C@@H](N)CC1CC1.O=C(O)c1ccc(C2CCOC2)c(OCC2CC2)n1>>NC(=O)[C@H](CC1CC1)NC(=O)c1ccc(C2CCOC2)c(OCC2CC2)n1.O,2
39579,1,O=[N+]([O-])c1ccc(F)c(Cl)c1.Oc1ccccc1>>O=[N+]([O-])c1ccc(Oc2ccccc2)c(Cl)c1.F,64
46600,3,COC(=O)c1c2ccccc2nc2sccc12.O>>O=C(O)c1c2ccccc2nc2sccc12.CO,23
27755,6,CC(C)(C)OC(=O)c1ccc(-n2c3ccccc3c3c(-c4ccc(C#N)nc4)cccc32)cc1F.NCCF>>CC(C)(C)OC(=O)c1ccc(-n2c3ccccc3c3c(-c4ccc(C#N)nc4)cccc32)cc1NCCF.F,16
45564,3,CO.O=C(CBr)N1[C@@H](CNC(c2ccccc2)(c2ccccc2)c2ccccc2)C[C@@H]2c3ccccc3Cc3ccc(F)cc3[C@H]21>>COCC(=O)N1[C@@H](CNC(c2ccccc2)(c2ccccc2)c2ccccc2)C[C@@H]2c3ccccc3Cc3ccc(F)cc3[C@H]21.Br,14
8424,1,CC[C@@H](Br)C(=O)OC.COC(=O)CCCN>>CCC(NCCCC(=O)OC)C(=O)OC.Br,0
24215,1,CC(C)I.COc1cc2c(cc1OC)-c1cc(=O)[nH]c(=O)n1CC2>>COc1cc2c(cc1OC)-c1cc(=O)n(C(C)C)c(=O)n1CC2.I,19
17697,2,CO[C@H]1CN(c2ncc(C#N)cn2)C[C@H]1Nc1c(C(N)=O)cnn2cc(Br)cc12.O=C(NC1CC1)c1ccc(B(O)O)cc1>>CO[C@H]1CN(c2ncc(C#N)cn2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccc(C(=O)NC4CC4)cc3)cc12.B(O)(O)Br,15
24290,6,O=C(O)/C=C\C(=O)NCCCCCCCCCCCCCCCCCC(=O)O>>O=C(O)CCCCCCCCCCCCCCCCCN1C(=O)C=CC1=O.O,2
45082,2,CC(=O)N1CCc2ccc(NC3CCN(Cc4ccccc4)CC3)cc21.O=C(O)/C=C/c1ccsc1>>CC(=O)N1CCc2ccc(N(C(=O)/C=C/c3ccsc3)C3CCN(Cc4ccccc4)CC3)cc21.O,2
9109,2,CCOC(=O)c1cn2nc(I)ccc2n1.CN>>CNC(=O)c1cn2nc(I)ccc2n1.CCO,2
24938,3,COC(=O)c1ccc2c(n1)CCN(Cc1ccccc1)C2.O>>COC(=O)c1ccc2c(n1)CCNC2.OCc1ccccc1,18
10045,2,CCOC(=O)C(C)(C)c1cc(Br)c(N)c(C#Cc2ccc(OC(F)(F)F)cc2)c1>>CCOC(=O)C(C)(C)c1cc(Br)c2[nH]c(-c3ccc(OC(F)(F)F)cc3)cc2c1,132
41711,6,CN=C=O.O=C(c1c(F)ccc(NS(=O)(=O)c2cc(F)ccc2F)c1F)c1c[nH]c2ncc(-c3ccc4[nH]ncc4c3)cc12>>CNC(=O)n1ncc2cc(-c3cnc4[nH]cc(C(=O)c5c(F)ccc(NS(=O)(=O)c6cc(F)ccc6F)c5F)c4c3)ccc21,10
35251,3,CCn1c2c(c3cc(C(=O)N(C)CCCC(=O)O)ccc31)CC(C1CCOCC1)CC2.NCC(F)(F)F>>CCn1c2c(c3cc(C(=O)N(C)CCCC(=O)NCC(F)(F)F)ccc31)CC(C1CCOCC1)CC2.O,2
25315,2,CCOC(=O)c1cnc(SC)nc1Cl.CO>>CCOC(=O)c1cnc(SC)nc1OC.Cl,9
20566,2,CCOC(=O)C(N)C(=O)OCC.O=C(O)CO>>CCOC(=O)C(NC(=O)CO)C(=O)OCC.O,2
2274,2,CCOC(=O)c1oc2cccc(OCCCNCc3ccccc3)c2c1C.O>>CCOC(=O)c1oc2cccc(OCCCN)c2c1C.OCc1ccccc1,18
34638,3,CC(C)(C)OC(=O)N1CCC(=O)C(F)C1.O>>O=C1CCNCC1F.CC(C)(C)OC(=O)O,18
28221,1,CC(=O)Nc1ccc(C)c2c1C(=O)CCN2CC#N.[H].[H].[H].[H]>>CC(=O)Nc1ccc(C)c2c1C(=O)CCN2CCN,55
46161,3,BrCC1CO1.Oc1ccc(I)cc1>>Ic1ccc(OCC2CO2)cc1.Br,14
36870,2,CC(C)(C)OC(=O)NC1C2CN(CCO)CC21.CS(=O)(=O)Cl>>CC(C)(C)OC(=O)NC1C2CN(CCOS(C)(=O)=O)CC21.Cl,31
45912,6,COC(=O)c1cc2c(OC)c(OC)c(OC)cc2n1C.O.[H].[H].[H].[H]>>COc1cc2c(cc(CO)n2C)c(OC)c1OC.CO.O,4
40403,3,CCOC[C@H](O)C(=O)OC.Clc1cccnc1-n1ncc2c(Cl)ncnc21>>CCOC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)OC.Cl,9
5919,1,CC[C@]1(O)CCN[C@H]1C(C)C.N#Cc1ccc(F)cc1Cl>>CC[C@]1(O)CCN(c2ccc(C#N)c(Cl)c2)[C@H]1C(C)C.F,16
7483,1,CN(C(=O)N(C)[C@@H]1CNC[C@H]1c1ccc(Cl)c(Cl)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.O=C(O)C1CCOCC1>>CN(C(=O)N(C)[C@@H]1CN(C(=O)C2CCOCC2)C[C@H]1c1ccc(Cl)c(Cl)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.O,2
16946,6,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)[C@@H](C(=O)OCCCN3CCOCC3)CC[C@@H]12.[H].[H]>>C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)[C@@H](C(=O)OCCCN3CCOCC3)CC[C@@H]12,32
11056,1,O=C(CBr)c1ccc(OC(F)(F)F)cc1.[H].[H]>>O[C@H](CBr)c1ccc(OC(F)(F)F)cc1,32
17775,2,CC(C)(C)OC(=O)N1CC=C(c2cc3c(Cl)ncnc3[nH]2)CC1.O>>Clc1ncnc2[nH]c(C3=CCNCC3)cc12.CC(C)(C)OC(=O)O,18
16342,2,CC(C)(C)OC(=O)Nc1n[nH]c2nc(NC(=O)C3CC3)sc12.O>>Nc1n[nH]c2nc(NC(=O)C3CC3)sc12.CC(C)(C)OC(=O)O,18
7571,6,CC1(C)OB(c2ccc(CN3CCOCC3)cc2)OC1(C)C.O=C(CCC(=O)c1ccc2c(c1)CCO2)Nc1cc(Cl)cc(-c2ccccc2)n1>>O=C(CCC(=O)c1ccc2c(c1)CCO2)Nc1cc(-c2ccc(CN3CCOCC3)cc2)cc(-c2ccccc2)n1.CC1(C)OB(Cl)OC1(C)C,1
32377,6,Cc1ccc(C)n1-c1ccc2c(c1)C[C@@H](C)N2.O=C(Cl)OCc1ccccc1>>Cc1ccc(C)n1-c1ccc2c(c1)C[C@@H](C)N2C(=O)OCc1ccccc1.Cl,7
17095,2,CC(=O)O[C@H]1C[C@@H]2CC[C@H]3[C@@H]4C[C@H](N5CCCC5)[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1N1CCOCC1.O>>CC(=O)O[C@H]1C[C@@H]2CC[C@H]3[C@@H]4C[C@H](N5CCCC5)[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1N1CCOCC1.CC(=O)O,23
17510,2,Clc1ccc(OC2CNCc3occc32)cc1Cl.OCCI>>OCCN1Cc2occc2C(Oc2ccc(Cl)c(Cl)c2)C1.I,19
27166,2,O=C1CSC(=S)N1.O=Cc1ccc(-c2cc(C(=O)O)ccc2Cl)o1>>O=C1NC(=S)SC1=Cc1ccc(-c2cc(C(=O)O)ccc2Cl)o1.O,26
39324,3,CCI.O=C(O)c1cn(C2CC2)c2c(F)c(N3CC4=C(CNC4)C3)c(F)cc2c1=O>>CCN1CC2=C(C1)CN(c1c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c1F)C2.I,19
49914,7,CNOC.O=C(O)c1cc2cccc(Br)c2s1>>CON(C)C(=O)c1cc2cccc(Br)c2s1.O,2
5797,6,CCC[C@@H](O)[C@@H](Cl)C(=O)OC>>CCC[C@H]1O[C@@H]1C(=O)OC.Cl,9
7424,1,CC(Br)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12.Cc1ccc(C#N)cc1N>>Cc1ccc(C#N)cc1NC(C)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12.Br,0
9134,1,COc1cccc(-c2nc3sccn3c2-c2ccnc(N[C@@H]3CCCN(S(=O)(=O)c4ccc(Cl)cc4)C3)n2)c1.I>>O=S(=O)(c1ccc(Cl)cc1)N1CCC[C@@H](Nc2nccc(-c3c(-c4cccc(O)c4)nc4sccn34)n2)C1.CI,27
31320,5,CS(=O)(=O)Cl.OCC1CN(C(c2ccccc2)c2ccccc2)C1>>CS(=O)(=O)OCC1CN(C(c2ccccc2)c2ccccc2)C1.Cl,31
6944,1,BrCCOCc1ccccc1.OCCC(=C(c1ccc(O)cc1)c1ccc(OCc2ccccc2)cc1)c1ccccc1>>OCC/C(=C(/c1ccc(OCCOCc2ccccc2)cc1)c1ccc(OCc2ccccc2)cc1)c1ccccc1.Br,14
8353,2,COC(=O)c1c(Br)ccn1N.C[C@H](NC(=O)OC(C)(C)C)C(=O)O>>COC(=O)c1c(Br)ccn1NC(=O)[C@H](C)NC(=O)OC(C)(C)C.O,2
27632,1,CCCCl.O=c1c2[nH]cnc2n(CC2CCC2)c(=O)n1CC1CCC1>>CCCn1cnc2c1c(=O)n(CC1CCC1)c(=O)n2CC1CCC1.Cl,7
7016,7,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(Br)cc12.O=[N+]([O-])c1cccc(B(O)O)c1>>CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cccc([N+](=O)[O-])c3)cc12.B(O)(O)Br,15
32247,1,Cc1ncc(C=O)c(N)n1.N.[H].[H]>>Cc1ncc(CN)c(N)n1.O,12
28685,3,COc1ccc(Cl)c(-c2cc(C)c3nc(N)nnc3c2)c1.O=C(NCCN1CCCC1)c1ccc(Br)cn1>>COc1ccc(Cl)c(-c2cc(C)c3nc(Nc4ccc(C(=O)NCCN5CCCC5)nc4)nnc3c2)c1.Br,0
37411,6,COc1ncc(F)cc1-c1ccc(C(C)N)cc1.Cn1cc(S(=O)(=O)Cl)c(C(F)(F)F)n1>>COc1ncc(F)cc1-c1ccc(C(C)NS(=O)(=O)c2cn(C)nc2C(F)(F)F)cc1.Cl,3
12264,6,COc1cc(Br)cc(CO)c1.N#C[Na]>>COc1cc(C#N)cc(CO)c1.[Na]Br,58
21782,1,COC(=O)c1cc2c(Cl)ccnc2cc1OC.Oc1ccc2[nH]ccc2c1>>COC(=O)c1cc2c(Oc3ccc4[nH]ccc4c3)ccnc2cc1OC.Cl,9
35486,1,BrCc1ccccn1.CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4CCO)cc3)cc2)CC1>>CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4CCOCc4ccccn4)cc3)cc2)CC1.Br,14
22730,3,N#Cc1cc(C2=CC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)OC2)ccc1F.c1nc[nH]n1>>N#Cc1cc(C2=CC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)OC2)ccc1-n1cncn1.F,16
46875,3,COc1ccccc1N.O=C(Cl)CN1C(=O)C(c2ccc(C(F)(F)F)cc2)=NC12CCCCC2>>COc1ccccc1NC(=O)CN1C(=O)C(c2ccc(C(F)(F)F)cc2)=NC12CCCCC2.Cl,7
24869,7,CC(C)(C[Na])OC(=O)CN1CC(CCCC(=O)O)c2c(N)cccc21>>CC(C)(C)OC(=O)CN1CC2CCCC(=O)Nc3cccc1c32.O[Na],81
35883,7,CCOC(=O)CC1CNC(=O)c2cc(I)cn21.OB(O)c1cccc(Cl)c1>>CCOC(=O)CC1CNC(=O)c2cc(-c3cccc(Cl)c3)cn21.B(O)(O)I,49
26044,6,CCOC(=O)C1NN(c2ccc(C)cc2)C(=O)C1=O.O>>Cc1ccc(N2NCC(=O)C2=O)cc1.CCOC(=O)O,98
46291,3,CCOC(=O)c1sc(N2CCC(NC)CC2)nc1C.CCc1[nH]c(C(=O)O)nc1Cl>>CCOC(=O)c1sc(N2CCC(N(C)C(=O)c3nc(Cl)c(CC)[nH]3)CC2)nc1C.O,2
38870,2,CCOC(=O)Cl.NN1CCc2ccccc2C(Oc2ccc(C(F)(F)F)cc2)C1>>CCOC(=O)NN1CCc2ccccc2C(Oc2ccc(C(F)(F)F)cc2)C1.Cl,7
28395,4,COc1cc(F)c(C#N)c(F)c1.N>>COc1cc(N)c(C#N)c(F)c1.F,16
27140,1,O=C1c2ccccc2C(=O)N1CCCCBr.c1cncc(-c2cc[nH]n2)c1>>O=C1c2ccccc2C(=O)N1CCCCn1ccc(-c2cccnc2)n1.Br,0
18726,9,CCCCCCCCOC(=O)[C@@H]1C[C@@H]2CCC[C@@H]2N1.COC(=O)/C=C\C(=O)O[Na]>>CCCCCCCCOC(=O)[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)/C=C\C(=O)OC.O[Na],2
29751,6,FC(F)(F)c1cccc(N2CCNCC2)c1.O=C(NCC(F)(F)F)C1(CCCCBr)c2ccccc2-c2ccccc21>>O=C(NCC(F)(F)F)C1(CCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)c2ccccc2-c2ccccc21.Br,0
41091,2,C#CC(OCC)(OCC)OCC.CS(=O)(=O)c1cncc(Br)c1>>CCOC(C#Cc1cncc(S(C)(=O)=O)c1)(OCC)OCC.Br,30
13764,2,CC(C)(C)OC(=O)C1CC(=O)C1.Clc1cccc(Cl)c1COc1ccc2c(c1)OCC21CCNCC1.[H].[H]>>CC(C)(C)OC(=O)C1CC(N2CCC3(CC2)COc2cc(OCc4c(Cl)cccc4Cl)ccc23)C1.O,12
45900,1,Cc1ncccc1Br.NN=C(c1ccccc1)c1ccccc1>>Cc1ncccc1NN=C(c1ccccc1)c1ccccc1.Br,0
38830,8,Nc1nc(-c2sccc2Cl)cs1.O=S(=O)(Cl)c1c(Cl)cc(Cl)cc1Cl>>O=S(=O)(Nc1nc(-c2sccc2Cl)cs1)c1c(Cl)cc(Cl)cc1Cl.Cl,3
22706,2,COc1cc(C(=O)N2CCC(CCN3CCC(Nc4nc5ccccc5[nH]4)CC3)(c3ccc(F)c(F)c3)C2)cc(OC)c1OC.ClCc1ccc(Cl)s1>>COc1cc(C(=O)N2CCC(CCN3CCC(Nc4nc5ccccc5n4Cc4ccc(Cl)s4)CC3)(c3ccc(F)c(F)c3)C2)cc(OC)c1OC.Cl,7
44394,6,CCC(C)Br.COc1ccc(S)cc1>>CCC(C)Sc1ccc(OC)cc1.Br,13
13777,2,CCCOC(=O)CBr.O=c1c(Cc2cccnc2)cn2c3ccc(Br)cc3c3cc(O)cc1c32>>CCCOC(=O)COc1cc2c(=O)c(Cc3cccnc3)cn3c4ccc(Br)cc4c(c1)c23.Br,14
549,2,C1COCCN1.COc1cc2nc(Cl)nc(N)c2cc1OC>>COc1cc2nc(N3CCOCC3)nc(N)c2cc1OC.Cl,7
19098,3,O=[N+]([O-])c1cc2c(NCc3ccc4c(c3)OCO4)nc(Cl)nc2s1.c1cn[nH]c1>>O=[N+]([O-])c1cc2c(NCc3ccc4c(c3)OCO4)nc(-n3cccn3)nc2s1.Cl,7
8507,6,COc1cccc(B(O)O)c1.O=C(NCc1ccncc1)c1ccc2cncc(Br)c2n1>>COc1cccc(-c2cncc3ccc(C(=O)NCc4ccncc4)nc23)c1.B(O)(O)Br,15
13736,6,Cc1ccc(CCOC(=O)N[C@@H](C(=O)O)[C@H](C)O)cc1>>Cc1ccc(CCOC(=O)N[C@H]2C(=O)O[C@H]2C)cc1.O,23
7573,1,CCC1CC(=O)CCN1C(=O)OC(C)(C)C.Nc1ccc(Br)cc1.[H].[H]>>CCC1CC(Nc2ccc(Br)cc2)CCN1C(=O)OC(C)(C)C.O,12
47292,3,CC(C)c1ccc(N)cc1.CCN1CC(C)(C)OC(=O)C1CC(=O)O>>CCN1CC(C)(C)OC(=O)C1CC(=O)Nc1ccc(C(C)C)cc1.O,2
32811,2,CNCc1ccccc1Cl.O=C(O)c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1Cl>>CN(Cc1ccccc1Cl)C(=O)c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1Cl.O,2
11378,3,Cc1ccc(S(=O)(=O)OCC2Cc3cccc(Br)c3O2)cc1.OB(O)c1ccc(F)cc1F>>Cc1ccc(S(=O)(=O)OCC2Cc3cccc(-c4ccc(F)cc4F)c3O2)cc1.B(O)(O)Br,15
41041,2,CCOc1cc(Cl)cc(Cl)c1C1=NC(N)C(=O)Nc2ccccc21.COCCOc1ccc(F)cc1C(=O)O>>CCOc1cc(Cl)cc(Cl)c1C1=NC(NC(=O)c2cc(F)ccc2OCCOC)C(=O)Nc2ccccc21.O,2
18968,1,COc1cc(N2CC3COCC(C2)N3)ccc1N.Clc1ncc(Cl)c(-c2cnc3ccccn23)n1>>COc1cc(N2CC3COCC(C2)N3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1.Cl,7
22676,3,CC1(C)OCc2cc([C@@H]3CN(CCc4ccc5c(c4)O[C@H](CO)CO5)C(=O)O3)ccc2O1.NC(=O)Nc1cccc(CBr)c1>>CC1(C)OCc2cc([C@@H]3CN(CCc4ccc5c(c4)O[C@H](COCc4cccc(NC(N)=O)c4)CO5)C(=O)O3)ccc2O1.Br,14
8777,2,CCCC(=O)Cl.C[C@@H](N)[C@@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccccc1>>CCCC(=O)N[C@@H](C)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccccc1.Cl,7
21698,6,COC(=O)[C@@H](N)Cc1ccccc1.O>>N[C@@H](Cc1ccccc1)C(=O)O.CO,23
698,1,CCOC(=O)c1ccc(CCNC(=O)OC(C)(C)C)cc1.O.[H].[H].[H].[H]>>CC(C)(C)OC(=O)NCCc1ccc(CO)cc1.CCO.O,4
6852,2,CC(C)(C)OC(=O)N1CCN(C(=O)c2cccc(Br)n2)CC1.OB(O)c1ccnc(F)c1>>CC(C)(C)OC(=O)N1CCN(C(=O)c2cccc(-c3ccnc(F)c3)n2)CC1.B(O)(O)Br,15
9507,3,O=C(Cl)OCc1ccccc1.OC1CCNC1>>O=C(OCc1ccccc1)N1CCC(O)C1.Cl,7
3401,1,COC(=O)c1cc(Oc2ccc(NS(=O)(=O)c3ccc(C)cc3)c(N(C)Cc3ccccc3)c2)ccc1NS(=O)(=O)c1ccc(C)cc1.O>>CNc1cc(Oc2ccc(NS(=O)(=O)c3ccc(C)cc3)c(C(=O)OC)c2)ccc1NS(=O)(=O)c1ccc(C)cc1.OCc1ccccc1,18
31257,1,CCOC(=O)CNc1c(CC)cccc1CC.NN>>CCc1cccc(CC)c1NCC(=O)NN.CCO,2
35197,1,Clc1cccnc1Cl.FC(F)(F)c1ccc(Nc2ncnc3c2CCNC3)cc1>>FC(F)(F)c1ccc(Nc2ncnc3c2CCN(c2ncccc2Cl)C3)cc1.Cl,7
47942,2,COc1ccc(SCCCOc2ccc3c(c2)C(C(C)C)OC(=O)N3)cc1OC.OO>>COc1ccc(S(=O)CCCOc2ccc3c(c2)C(C(C)C)OC(=O)N3)cc1OC.O,33
36044,2,CC(=O)c1ccc(Cl)cc1.NC=O.[H].[H]>>CC(NC=O)c1ccc(Cl)cc1.O,12
13807,2,O=Cc1cc(Br)ccc1Oc1ccc(Cl)c(Cl)c1.N#C[Na]>>N#Cc1ccc(Oc2ccc(Cl)c(Cl)c2)c(C=O)c1.[Na]Br,58
26039,1,CNOC.COc1cn(-c2cc(F)c(N3CCOCC3)cc2F)nc(C(=O)O)c1=O>>COc1cn(-c2cc(F)c(N3CCOCC3)cc2F)nc(C(=O)N(C)OC)c1=O.O,2
1060,6,CC(=O)N1CCNCC1.COc1cc(F)c(C#N)cc1[N+](=O)[O-]>>COc1cc(N2CCN(C(C)=O)CC2)c(C#N)cc1[N+](=O)[O-].F,16
30712,2,CCCCC(CC)CO.O=C(O)CNC(=O)c1ccccc1>>CCCCC(CC)COC(=O)CNC(=O)c1ccccc1.O,23
42650,1,CCN(C)CC(=O)N1CCc2cc(OC)c(N)cc21.Cc1ccc(S(=O)(=O)n2ccc3c2nc(Cl)n2c(=O)c4c(F)cccc4nc32)cc1>>CCN(C)CC(=O)N1CCc2cc(OC)c(Nc3nc4c(ccn4S(=O)(=O)c4ccc(C)cc4)c4nc5cccc(F)c5c(=O)n34)cc21.Cl,7
4998,3,Cc1nc(-c2cccc(C(F)(F)F)c2)nc(C)c1C(=O)O.O=C(OC[C@@H]1CCCN1C1CCNCC1)c1ccccc1>>Cc1nc(-c2cccc(C(F)(F)F)c2)nc(C)c1C(=O)N1CCC(N2CCC[C@H]2COC(=O)c2ccccc2)CC1.O,2
5595,3,C/C=C/B(O)O.N#Cc1cc(Br)ccc1NS(N)(=O)=O>>C/C=C/c1ccc(NS(N)(=O)=O)c(C#N)c1.B(O)(O)Br,15
15304,6,C=CCN.O=C(Cl)OCc1ccccc1>>NCC=CC(=O)OCc1ccccc1.Cl,38
35789,2,CCCCCCCc1ccc(C(=O)O)cc1.c1cc2c(o1)CNCC2>>CCCCCCCc1ccc(C(=O)N2CCc3ccoc3C2)cc1.O,2
46560,1,CC(C)n1c(C(=O)O)cc2cc(C(=O)N3CCCN(C(=O)OC(C)(C)C)CC3)ccc21.FC1(F)CCNCC1>>CC(C)n1c(C(=O)N2CCC(F)(F)CC2)cc2cc(C(=O)N3CCCN(C(=O)OC(C)(C)C)CC3)ccc21.O,2
11420,3,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.NC(CCO)C(=O)O>>CC(C)(C)OC(=O)NC(CCO)C(=O)O.CC(C)(C)OC(=O)O,2
4887,1,CC(C)(C)CC(=O)Nc1ccc(O)nc1.CN(C(=O)Cl)c1ccccc1>>CN(C(=O)Oc1ccc(NC(=O)CC(C)(C)C)cn1)c1ccccc1.Cl,9
2009,2,COc1ccc(OC)cc1.O=C(Cl)c1ccccc1CBr>>COc1ccc(OC)c(C(=O)c2ccccc2CBr)c1.Cl,38
26472,1,COc1ccc(-n2nc3c4ccccc4[nH]cc-3c2=O)cc1.I>>O=c1c2c[nH]c3ccccc3c-2nn1-c1ccc(O)cc1.CI,27
10135,8,CC(=O)Nc1cccc(B(O)O)c1.COC(=O)C[C@@H]1COc2cc(O[C@@H]3CCc4c(O)ccc(F)c43)ccc21>>COC(=O)C[C@@H]1COc2cc(O[C@@H]3CCc4c(Oc5cccc(NC(C)=O)c5)ccc(F)c43)ccc21.B(O)(O),107
37525,7,COC(=O)C1CC(=O)CN1Cc1ccccc1.NCc1ccccc1.[H].[H]>>COC(=O)C1CC(NCc2ccccc2)CN1Cc1ccccc1.O,12
49639,1,COC(=O)c1ccc(C=C2CCOC2=O)cc1.[H].[H]>>COC(=O)c1ccc(CC2CCOC2=O)cc1,21
40210,2,CCOC(=O)c1c[nH]nc1N.O=Cc1ccccc1.[H].[H]>>CCOC(=O)c1c[nH]nc1NCc1ccccc1.O,12
40155,1,COc1cc2oc(=O)c3c(c2cc1OCCCCl)CCC3.COc1ccccc1N1CCNCC1>>COc1cc2oc(=O)c3c(c2cc1OCCCN1CCN(c2ccccc2OC)CC1)CCC3.Cl,7
38060,2,Fc1ccc(I)cc1.O=C(O)c1cc2ccccc2[nH]1>>O=C(O)c1cc2ccccc2n1-c1ccc(F)cc1.I,19
48867,6,CC(C)(C)OC(=O)n1cnc(C[C@H](NC(=O)[C@H](Cc2ccccc2)CS(=O)(=O)C(C)(C)C)C(=O)O)c1.N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1>>CC(C)(C)OC(=O)n1cnc(C[C@H](NC(=O)[C@H](Cc2ccccc2)CS(=O)(=O)C(C)(C)C)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)C2CC2)c1.O,2
37586,2,Nc1ccccc1C(=O)O.O=C(Cl)COc1ccccc1>>O=C(COc1ccccc1)Nc1ccccc1C(=O)O.Cl,7
39956,1,COC(=O)CC(Cc1ccc(OCc2ccccc2)cc1)c1nc(C(F)(F)F)cs1.I>>COC(=O)CC(Cc1ccc(O)cc1)c1nc(C(F)(F)F)cs1.ICc1ccccc1,27
36344,3,BrCc1ccccc1.CN1CCN(c2nc3ccccc3o2)CC1.Cl>>Br.C[N+]1(Cc2ccccc2)CCN(c2nc3ccccc3o2)CC1.[Cl-],5
45789,6,CCOP(=O)(CC#N)OCC.COc1ccc(C(=O)c2ccc3c(c2)OCO3)cc1OC>>COc1ccc(C(=CC#N)c2ccc3c(c2)OCO3)cc1OC.CCOP(=O)(O)OCC,69
19818,3,C#C[C@H](O)CCCCCCCCC.C=C[C@@H](C#CBr)OC(C)=O>>C=C[C@@H](C#CC#C[C@H](O)CCCCCCCCC)OC(C)=O.Br,30
39966,1,CC(C)OC(=O)C[C@@H](c1cc(F)cc(F)c1)C1CCN(S(C)(=O)=O)CC1.O.[H].[H].[H].[H]>>CS(=O)(=O)N1CCC([C@@H](CCO)c2cc(F)cc(F)c2)CC1.CC(C)O.O,4
14253,6,NCCP(=O)(O)O.O=C(Cl)OCc1ccccc1>>O=C(NCCP(=O)(O)O)OCc1ccccc1.Cl,7
25509,9,COC(=O)C1CC(O)C(Br)C1.[O]>>COC(=O)C1CC(=O)C(Br)C1.O,8
